Country,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9,1.0
Belgium,0.35660085419491777,0.35752649065207054,0.35866250176720876,0.3600872138805426,0.36192198238199436,0.36436439016098493,0.36775663169421346,0.37274016262079834,0.3806513599053109,0.3947366556409561,0.4260088436457768
Bulgaria,0.17244101114609825,0.17274538898564998,0.17312948873540926,0.17362625995490266,0.17428832648160608,0.1752042956549634,0.176533550360025,0.1785882372977571,0.18205381579666124,0.1887088972639589,0.2050208930735655
Czechia,0.19219958234641674,0.19289780245798654,0.1937824239159027,0.1949308615132183,0.19646645723132106,0.1985958757369006,0.20168756769799945,0.20645208711221263,0.21440895016211006,0.2293288513630387,0.264427096944705
Denmark,0.35199598551624356,0.35313614432338264,0.35453653287948383,0.35629470268581975,0.35856236551265463,0.3615878750925462,0.36580494578161205,0.3720378223335645,0.3820476163160487,0.4003505996767173,0.4440736791832789
Germany,0.410805227105387,0.4115775910344591,0.4125134069091419,0.4136699891575612,0.415134608258054,0.41704670255744725,0.4196429745571192,0.42335815296465185,0.4290812847922422,0.43894878348922123,0.46009402781518727
Estonia,0.2797027631925889,0.280083559285684,0.28055811907341466,0.28116389482698306,0.28196032433071505,0.2830469654007465,0.2846022694904189,0.2869754221633369,0.2909354238580208,0.2984891144447423,0.31663111258714927
Greece,0.34191167470135697,0.3419708371078596,0.3420419810103797,0.34212914904921404,0.342238429287484,0.3423794335440395,0.34256827236980913,0.3428341525391331,0.3432360680226317,0.34391408210722785,0.3453147819277491
Spain,0.3868538442037351,0.38745464837918786,0.3881869616043005,0.38909860987963085,0.39026346905698966,0.39180175655333277,0.3939225877499756,0.39702360563372435,0.40196409919376647,0.4110434683952604,0.435374598944801
France,0.21339807450004317,0.21442233835309368,0.215718944588207,0.2174006109078751,0.219646691584587,0.22275727294335212,0.22726669961403442,0.23420565580277686,0.245793075055243,0.2677515007797998,0.326487721176184
Croatia,0.1063405237992022,0.10787220700899522,0.1098289219895917,0.11238349396526505,0.11580560804239347,0.12053487216667204,0.12732861040348115,0.13759336817837828,0.15426510155741258,0.1851011371668776,0.27591415350527226
Ireland,0.20674635928865379,0.2070087779349093,0.2073396469992349,0.20776748647694473,0.20833814164135817,0.20912952282922492,0.21028366130229104,0.21208433763170578,0.21517456755981237,0.22131449273321477,0.23752683198941682
Italy,0.31420147260423675,0.31506029696786614,0.31612407309353896,0.3174727992340568,0.3192327307072138,0.3216143655769551,0.32499427030702593,0.33011324397605024,0.33864702061838897,0.35544490859929484,0.4089349120254818
Cyprus,0.3492219494400631,0.34934226783867134,0.3494885710329755,0.3496702045424577,0.3499015536785492,0.35020592635283915,0.3506236259398898,0.35123055010672893,0.3521873532911824,0.3538973764636486,0.3576935102887461
Latvia,0.13392481963951694,0.1344525705116465,0.1351279270687455,0.13601405774848954,0.13721253869224642,0.13889545157934413,0.1413739990418785,0.14526095153491744,0.15191504398329947,0.16499539963646495,0.2012255401763262
Lithuania,0.11589201178564662,0.11669392999877795,0.11772742403901604,0.11909210128628188,0.12094726020580594,0.12356009689552694,0.1274056698696306,0.13339292409864664,0.14343967158481027,0.1622507392447057,0.2076822236471453
Luxembourg,0.32836844320205283,0.3287819102125657,0.32929057031097037,0.32993031246218363,0.3307570178620819,0.33186225355081356,0.33340598844798147,0.335691853755048,0.33936459509196387,0.3460376994754581,0.3612096685302044
Hungary,0.273265405826889,0.2735315546469535,0.27385912305244065,0.27427142375175784,0.27480490121767714,0.27551960453846613,0.27652126297063373,0.27801283686909567,0.2804325351270852,0.2849032306699931,0.29530161383041287
Malta,0.32205501379337825,0.3220984687502091,0.3221510556693186,0.3222159830275254,0.3222981575017896,0.3224054759075051,0.322551505983166,0.322761678558914,0.3230898837132938,0.3236743488644597,0.3250345793027238
Netherlands,0.41775226596599263,0.4182673572786718,0.4188921777772728,0.4196657809300857,0.4206481556631776,0.4219363718870523,0.4236983735830227,0.4262520518752381,0.4302820574683155,0.4376080238763101,0.45598817786047385
Austria,0.4028705746258459,0.40347156867094475,0.40420057050724256,0.4051027820778367,0.40624719915674473,0.40774436342982107,0.4097824582692987,0.4127078667338988,0.4172281077183931,0.42501465515758813,0.44101808661407926
Poland,0.11137491905795606,0.11183181986704463,0.11241787162513864,0.1131883965566885,0.11423212411059049,0.11569865326127218,0.11785617485535946,0.12122410675952387,0.1269150094603203,0.1376702019714696,0.1622855294617977
Portugal,0.24593431060337745,0.24657505325798212,0.24737705770722143,0.2484049714997147,0.24976097990886476,0.2516150043834105,0.2542678893202898,0.25829630052446867,0.26492638982400135,0.2771631329287864,0.30431532310513776
Romania,0.10014053405557927,0.10138555084077168,0.1029754388943459,0.10504998106784062,0.10782663172965673,0.11165781051715029,0.11714372140802948,0.12537237879573862,0.13848891999360127,0.1613229709636434,0.2098913060530945
Slovenia,0.19264059233488318,0.19418302996440723,0.1961380869672893,0.19867269531963463,0.20204787871591995,0.20668956928739052,0.21332891786264196,0.22329999423192143,0.23922671702852075,0.26680263973581164,0.32135770070125724
Slovakia,0.1171037118294275,0.11791247565279857,0.11895192853762714,0.12032148939904244,0.12218107248650144,0.12480161870762663,0.12867350632106922,0.13476674596915988,0.14527419239938685,0.16658762197932833,0.24118515481128605
Finland,0.37940441974755934,0.3804171569074878,0.38164855245915597,0.38317670721558467,0.38512128212401964,0.38767490932871873,0.3911677287907956,0.39621413248085113,0.4040973107416378,0.4180361933460342,0.45024033281963316
